"PK_MEDICATION_ID","SIMPLE_GENERIC_NAME","GENERIC_NAME","THERAPEUTIC_CLASS","PHARMACY_CLASS","PHARMACY_SUBCLASS","AMOUNT","FORM","FK_ROUTE_ID","CONTROLLED_MED_YN","DEA_CLASS","RECORD_STATE","SOURCE_LAST_UPDATE_DATE","SOURCE_CODE","FULL_NAME","SOURCE_ORIG_ID","FK_3M_NCID_ID","MEDICATION_COUNT"
3705011,"lovastatin","lovastatin 10 mg tablet",NA,NA,NA,"10 mg","tablet",10700,NA,NA,"Active",2013-05-08 00:15:00,"SCM","lovastatin 10 mg tablet","1748-3886-LOVASTATIN 10 MG TABLET",3000271631,28
3705012,"pravastatin","pravastatin 10 mg tablet",NA,NA,NA,"10 mg","tablet",10700,NA,NA,"Active",2013-08-07 00:15:00,"SCM","pravastatin 10 mg tablet","1802-3903-PRAVASTATIN 10 MG TABLET",15451300,43
3834021,"fluvastatin","fluvastatin 80 mg tablet, extended release",NA,NA,NA,"80 mg","tablet, extended release",10700,NA,NA,"Active",2012-10-08 00:15:00,"SCM","fluvastatin 80 mg tablet, extended release","442-4936-FLUVASTATIN 80 MG TABLET, EXTENDED RELEASE",15561735,2
3949004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-04-14 00:15:00,"SCM","Pravastatin 20mg every evening","--PRAVASTATIN 20MG EVERY EVENING",NA,2
5956090,"niacin-simvastatin","niacin-simvastatin 500 mg-20 mg tablet, extended release",NA,NA,NA,"500 mg-20 mg","tablet, extended release",10700,NA,NA,"Active",2012-10-08 00:15:00,"SCM","niacin-simvastatin 500 mg-20 mg tablet, extended release","2674-9418-NIACIN-SIMVASTATIN 500 MG-20 MG TABLET, EXTENDED RELEASE",16030322,3
5951062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-06-25 00:15:00,"SCM","nystatin topical cream","--NYSTATIN TOPICAL CREAM",15598766,4
3915004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-02-11 00:15:01,"SCM","simvastatin 40 mg tablet","--SIMVASTATIN 40 MG TABLET",NA,11
3280009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-06-11 00:15:01,"SCM","lovastatin 20 mg","--LOVASTATIN 20 MG",15113404,2
3824023,"niacin-simvastatin","niacin-simvastatin 500 mg-40 mg tablet, extended release",NA,NA,NA,"500 mg-40 mg","tablet, extended release",10700,NA,NA,"Active",2015-09-08 09:45:43,"SCM","Simcor 500 mg-40 mg oral tablet, extended release","2674-10311-SIMCOR 500 MG-40 MG ORAL TABLET, EXTENDED RELEASE",16402531,3
3654022,"fluvastatin","fluvastatin 80 mg tablet, extended release",NA,NA,NA,"80 mg","tablet, extended release",10700,NA,NA,"Active",2013-05-10 12:17:20,"SCM","Lescol XL 80 mg tablet, extended release","442-4936-LESCOL XL 80 MG TABLET, EXTENDED RELEASE",15155213,9
3649023,"nystatin topical","nystatin topical 100000 units/g cream",NA,NA,NA,"100000 units/g","cream",10699,NA,NA,"Active",2013-04-15 11:24:24,"SCM","Mycostatin Topical 100000 units/g cream","1408-7323-MYCOSTATIN TOPICAL 100000 UNITS/G CREAM",15150694,7
6222037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-04-06 00:15:00,"SCM","Atorvastatin Calcium 20 MG OR TABS 1 TABLET DAILY","--ATORVASTATIN CALCIUM 20 MG OR TABS 1 TABLET DAILY",NA,2
6228023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-05-31 00:15:00,"SCM","Simvastatin 20 MG OR TABS 1 TABLET AT BEDTIME","--SIMVASTATIN 20 MG OR TABS 1 TABLET AT BEDTIME",NA,2
2932005,"Nystatin & Diaper Rash Product","Nystatin & Diaper Rash Product","Topical Products","Dermatological","Antifungals - Topical",NA,NA,8429,NA,NA,"Deleted",NA,"EPIC","NYSTATIN & DIAPER RASH PRODUCT EX","106427",NA,4
3731011,"lovastatin","lovastatin 20 mg tablet",NA,NA,NA,"20 mg","tablet",10700,NA,NA,"Active",2013-08-07 00:15:00,"SCM","lovastatin 20 mg tablet","1748-4146-LOVASTATIN 20 MG TABLET",3000263751,77
3544004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-03-06 16:20:02,"SCM","pravastat","--PRAVASTAT",3000252827,2
3717012,"rosuvastatin","rosuvastatin 5 mg tablet",NA,NA,NA,"5 mg","tablet",10700,NA,NA,"Active",2013-07-24 00:15:00,"SCM","Crestor 5 mg tablet","1441-3264-CRESTOR 5 MG TABLET",3000549185,117
2930002,"Nystatin & Diaper Rash Product","Nystatin Cream 100000 Unit/GM & Diaper Rash Cream Kit","Topical Products","Dermatological","Antifungals - Topical","100000 UNIT/GM","Kit",8429,0,NA,"Deleted",NA,"EPIC","NYSTATIN & DIAPER RASH PRODUCT 100000 UNIT/GM EX KIT","106266",NA,54
6218026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-03-17 00:15:00,"SCM","Rosuvastatin calcium (crestor) 5 mg or tabs, 1 tab daily (home med)","--ROSUVASTATIN CALCIUM (CRESTOR) 5 MG OR TABS, 1 TAB DAILY (HOME MED)",NA,2
3097007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-07-10 00:15:00,"SCM","Caduet 10 mg-40 mg oral tablet","--CADUET 10 MG-40 MG ORAL TABLET",3000714799,2
3043018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-12-18 00:15:00,"SCM","simvastatin 10mg po daily","--SIMVASTATIN 10MG PO DAILY",NA,2
6217023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-09-08 00:15:00,"SCM","Simvastatin (zocor) 40 mg or tabs, 1 tablet at bedtime","--SIMVASTATIN (ZOCOR) 40 MG OR TABS, 1 TABLET AT BEDTIME",NA,3
6267016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-11-15 00:15:00,"SCM","Atorvastatin Calcium Tab 80 MG (Base Equivalent) (LIPITOR)","--ATORVASTATIN CALCIUM TAB 80 MG (BASE EQUIVALENT) (LIPITOR)",3000515431,4
3670014,"simvastatin","simvastatin 10 mg tablet",NA,NA,NA,"10 mg","tablet",10700,NA,NA,"Active",2013-05-30 00:15:00,"SCM","Zocor 10 mg tablet","1995-2259-ZOCOR 10 MG TABLET",3000271892,39
3670024,"pravastatin","pravastatin 20 mg tablet",NA,NA,NA,"20 mg","tablet",10700,NA,NA,"Active",2013-12-10 00:15:00,"SCM","pravastatin 20 mg tablet","1802-3904-PRAVASTATIN 20 MG TABLET",15451301,176
3648035,"atorvastatin","atorvastatin 40 mg tablet",NA,NA,NA,"40 mg","tablet",10700,NA,NA,"Active",2015-07-16 10:35:59,"SCM","Lipitor 40 mg tablet","1125-3085-LIPITOR 40 MG TABLET",3000284910,196
3648040,"ezetimibe-simvastatin","ezetimibe-simvastatin 10 mg-20 mg tablet",NA,NA,NA,"10 mg-20 mg","tablet",10700,NA,NA,"Active",2013-02-21 00:15:00,"SCM","Vytorin 10 mg-20 mg tablet","148-5021-VYTORIN 10 MG-20 MG TABLET",3000561661,32
4201013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-12-30 00:15:00,"SCM","simvastatin 20 mg oral tablet once daily at bedtime","--SIMVASTATIN 20 MG ORAL TABLET ONCE DAILY AT BEDTIME",NA,3
3960009,"niacin-simvastatin","niacin-simvastatin 1000 mg-20 mg tablet, extended release",NA,NA,NA,"1000 mg-20 mg","tablet, extended release",10700,NA,NA,"Active",2012-02-09 00:15:00,"SCM","Simcor 1000 mg-20 mg tablet, extended release","2674-9422-SIMCOR 1000 MG-20 MG TABLET, EXTENDED RELEASE",16030970,2
6274045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-10-11 00:15:00,"SCM","Simvastatin 40mg qHS","--SIMVASTATIN 40MG QHS",NA,3
4221011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-05-28 00:15:01,"SCM","Tylenol 650 mg oral every 4 hours as needed for fever","--TYLENOL 650 MG ORAL EVERY 4 HOURS AS NEEDED FOR FEVER",NA,3
4167015,"rosuvastatin","rosuvastatin 40 mg tablet",NA,NA,NA,"40 mg","tablet",10700,NA,NA,"Active",2013-08-20 15:26:06,"SCM","rosuvastatin 40 mg tablet","1441-3261-ROSUVASTATIN 40 MG TABLET",15573241,42
4160082,"rosuvastatin","rosuvastatin 5 mg tablet",NA,NA,NA,"5 mg","tablet",10700,NA,NA,"Active",2013-07-27 00:15:00,"SCM","rosuvastatin 5 mg tablet","1441-3264-ROSUVASTATIN 5 MG TABLET",15573240,37
6437016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-11-13 00:15:01,"SCM","Simvastatin Tab 10 MG","--SIMVASTATIN TAB 10 MG",3000271892,7
3978010,"ezetimibe-simvastatin","ezetimibe-simvastatin 10 mg-80 mg tablet",NA,NA,NA,"10 mg-80 mg","tablet",10700,NA,NA,"Active",2013-06-04 00:15:00,"SCM","Vytorin 10 mg-80 mg tablet","148-5023-VYTORIN 10 MG-80 MG TABLET",3000561660,6
3986014,"octreotide","octreotide 30 mg powder for injection, extended release",NA,NA,NA,"30 mg","powder for injection, extended release",10672,NA,NA,"Active",2013-06-04 00:15:00,"SCM","SandoSTATIN LAR Depot 30 mg powder for injection","1822-1103-SANDOSTATIN LAR DEPOT 30 MG POWDER FOR INJECTION",15266386,7
6448057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-12-19 00:15:00,"SCM","Atorvastatin Calcium Tab 10 MG (Base Equivalent) (LIPITOR)","--ATORVASTATIN CALCIUM TAB 10 MG (BASE EQUIVALENT) (LIPITOR)",3000284908,4
4069018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-10-19 00:15:00,"SCM","simvastatin 10mg qhs","--SIMVASTATIN 10MG QHS",NA,2
4209006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-01-05 00:15:01,"SCM","nystatin oral liquid 100,000 units/1mL","--NYSTATIN ORAL LIQUID 100,000 UNITS/1ML",3000276237,2
4161067,"ezetimibe-simvastatin","ezetimibe-simvastatin 10 mg-10 mg tablet",NA,NA,NA,"10 mg-10 mg","tablet",10700,NA,NA,"Active",2011-11-08 00:15:01,"SCM","ezetimibe-simvastatin 10 mg-10 mg tablet","148-5020-EZETIMIBE-SIMVASTATIN 10 MG-10 MG TABLET",3000561665,2
6191018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-02-07 14:13:32,"SCM","Simvastatin 40 mg daily","--SIMVASTATIN 40 MG DAILY",NA,3
3992013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-01-31 17:10:22,"SCM","rosuvas","--ROSUVAS",NA,2
4159029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-12-03 00:15:00,"SCM","nystatin 1,000,000 units oral capsule","--NYSTATIN 1,000,000 UNITS ORAL CAPSULE",3000266689,2
3996019,"ezetimibe-simvastatin","ezetimibe-simvastatin 10 mg-10 mg tablet",NA,NA,NA,"10 mg-10 mg","tablet",10700,NA,NA,"Active",2012-11-09 00:15:00,"SCM","Vytorin 10 mg-10 mg tablet","148-5020-VYTORIN 10 MG-10 MG TABLET",3000561665,7
4166022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-01-16 00:15:00,"SCM","Lipitor 10 mg tablet","--LIPITOR 10 MG TABLET",15571542,5
4074103,"pitavastatin","pitavastatin 1 mg tablet",NA,NA,NA,"1 mg","tablet",10700,NA,NA,"Active",2017-02-08 15:19:16,"SCM","Livalo 1 mg oral tablet","2834-10215-LIVALO 1 MG ORAL TABLET",3000700842,27
4043014,"nystatin-triamcinolone topical","nystatin-triamcinolone topical 100000 units/g-0.1% cream",NA,NA,NA,"100000 units/g-0.1%","cream",10699,NA,NA,"Active",2013-12-08 00:15:00,"SCM","nystatin-triamcinolone topical 100000 units/g-0.1% cream","725-7475-NYSTATIN-TRIAMCINOLONE TOPICAL 100000 UNITS/G-0.1% CREAM",16639630,16
4010005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-06-11 00:15:01,"SCM","Crestor 10 mg oral tablet po Qpm","--CRESTOR 10 MG ORAL TABLET PO QPM",NA,2
4010010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-09-02 15:51:10,"SCM","Greer's Goo (nystatin/zinc/hydrocortisone)","--GREER'S GOO (NYSTATIN/ZINC/HYDROCORTISONE)",16434433,3
4007016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-09-22 00:15:00,"SCM","Zocor 40 mg oral tablet po qd","--ZOCOR 40 MG ORAL TABLET PO QD",NA,3
4163075,"lovastatin-niacin","lovastatin-niacin 20 mg-1000 mg tablet, extended release",NA,NA,NA,"20 mg-1000 mg","tablet, extended release",10700,NA,NA,"Active",2013-07-25 00:15:00,"SCM","Advicor 20 mg-1000 mg tablet, extended release","2299-5486-ADVICOR 20 MG-1000 MG TABLET, EXTENDED RELEASE",3000531919,3
4307011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-02-20 00:15:00,"SCM","Lipitor 20 mg tablet","--LIPITOR 20 MG TABLET",3000284909,3
6161082,"nystatin topical","nystatin topical 100000 units/g powder",NA,NA,NA,"100000 units/g","powder",10699,NA,NA,"Active",2012-10-15 14:38:36,"SCM","Mycostatin Topical 100000 units/g powder","1408-7325-MYCOSTATIN TOPICAL 100000 UNITS/G POWDER",3000264517,10
6160115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-01-20 00:15:00,"SCM","LIPITOR 20 MG OR TABS, 1 TABLET DAILY","--LIPITOR 20 MG OR TABS, 1 TABLET DAILY",NA,2
6161096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-11-16 00:15:00,"SCM","Simvastatin 20 mg or tabs, 1 tablet at bedtime","--SIMVASTATIN 20 MG OR TABS, 1 TABLET AT BEDTIME",NA,8
4264002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-01-28 00:15:01,"SCM","atorvastatin 80 mg tablet","--ATORVASTATIN 80 MG TABLET",15571539,3
5727015,"nystatin topical","nystatin topical 100000 units/g powder",NA,NA,NA,"100000 units/g","powder",10699,NA,NA,"Active",2012-09-13 00:15:00,"SCM","Mycostatin 100,000 units/g topical powder","1408-7325-MYCOSTATIN 100,000 UNITS/G TOPICAL POWDER",3000264517,40
4371005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-08-19 00:15:00,"SCM","amlodipine-atorvastatin 5 mg-20 mg oral tablet","--AMLODIPINE-ATORVASTATIN 5 MG-20 MG ORAL TABLET",15572452,2
6158104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-10-02 00:15:00,"SCM","Atorvastatin calcium 20 mg or tabs, 1 tablet daily","--ATORVASTATIN CALCIUM 20 MG OR TABS, 1 TABLET DAILY",NA,2
6165157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-06-22 00:15:00,"SCM","Atorvastatin calcium (lipitor) 20 mg or tabs, 1 tablet daily","--ATORVASTATIN CALCIUM (LIPITOR) 20 MG OR TABS, 1 TABLET DAILY",NA,9
4340007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-11-24 00:15:00,"SCM","pravastatin 40 mg tablet","--PRAVASTATIN 40 MG TABLET",15571529,3
4229018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-06-30 00:15:01,"SCM","Pravachol 20 mg oral tablet po qd","--PRAVACHOL 20 MG ORAL TABLET PO QD",NA,3
4372019,"nystatin topical","nystatin topical 100000 units tablet",NA,NA,NA,"100000 units","tablet",10695,NA,NA,"Active",2011-10-20 00:15:00,"SCM","nystatin topical 100,000 units vaginal tablet","1408-7618-NYSTATIN TOPICAL 100,000 UNITS VAGINAL TABLET",3000264265,2
4262027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-01-16 17:41:31,"SCM","simvastatin 40 mg oral tablet every night at bedtime","--SIMVASTATIN 40 MG ORAL TABLET EVERY NIGHT AT BEDTIME",NA,2
4335015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-06-23 00:15:00,"SCM","Zocor 20 mg oral tablet po QD","--ZOCOR 20 MG ORAL TABLET PO QD",NA,4
4382018,"nystatin-triamcinolone topical","nystatin-triamcinolone topical 100000 units/g-0.1% ointment",NA,NA,NA,"100000 units/g-0.1%","ointment",10699,NA,NA,"Active",2013-07-30 00:15:01,"SCM","nystatin-triamcinolone topical 100000 units/g-0.1% ointment","725-7476-NYSTATIN-TRIAMCINOLONE TOPICAL 100000 UNITS/G-0.1% OINTMENT",16639630,8
4274020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-06-02 00:15:00,"SCM","Simvastatin 20 mg oral every night at bedtime","--SIMVASTATIN 20 MG ORAL EVERY NIGHT AT BEDTIME",NA,4
4360028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-02-02 00:15:00,"SCM","nystatin/hydrocortisone/zinc ointment","--NYSTATIN/HYDROCORTISONE/ZINC OINTMENT",16434054,2
6014020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-12-23 00:15:01,"SCM","Atorvastatin calcium (lipitor) 40 mg or tabs","--ATORVASTATIN CALCIUM (LIPITOR) 40 MG OR TABS",3000284910,2
4247007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-07-20 00:15:00,"SCM","simvastatin 40 mg oral tablet at bedtime","--SIMVASTATIN 40 MG ORAL TABLET AT BEDTIME",NA,2
4348059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-06-29 00:15:00,"SCM","simvastatin 40mg PO daily","--SIMVASTATIN 40MG PO DAILY",NA,3
6014048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-10-02 00:15:00,"SCM","Pravastatin sodium 20 mg or tabs, 1 tablet at bedtime","--PRAVASTATIN SODIUM 20 MG OR TABS, 1 TABLET AT BEDTIME",NA,4
4243022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-05-15 00:15:01,"SCM","simvastatin 40 mg PO QHS","--SIMVASTATIN 40 MG PO QHS",NA,2
5743018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-04-17 00:15:00,"SCM","nystatin 5ml","--NYSTATIN 5ML",3000254125,2
4509159,"octreotide","octreotide 100 mcg/mL solution",NA,NA,NA,"100 mcg/mL","solution",10911,NA,NA,"Active",2011-12-22 00:15:00,"SCM","Sandostatin 100 mcg/mL solution","1822-660-SANDOSTATIN 100 MCG/ML SOLUTION",15155828,2
4505112,"lovastatin-niacin","lovastatin-niacin 20 mg-500 mg tablet, extended release",NA,NA,NA,"20 mg-500 mg","tablet, extended release",10700,NA,NA,"Active",2014-01-21 10:23:52,"SCM","Advicor 20 mg-500 mg tablet, extended release","2299-5484-ADVICOR 20 MG-500 MG TABLET, EXTENDED RELEASE",3000531921,2
4490076,"pitavastatin","pitavastatin 4 mg tablet",NA,NA,NA,"4 mg","tablet",10700,NA,NA,"Active",2017-01-19 14:33:29,"SCM","Livalo 4 mg oral tablet","2834-10218-LIVALO 4 MG ORAL TABLET",16197330,42
4503097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-12-08 00:15:00,"SCM","simvastatin 80 mg tablet","--SIMVASTATIN 80 MG TABLET",3000475951,4
4487068,"ezetimibe-simvastatin","ezetimibe-simvastatin 10 mg-40 mg tablet",NA,NA,NA,"10 mg-40 mg","tablet",10700,NA,NA,"Active",2013-05-22 00:15:00,"SCM","ezetimibe-simvastatin 10 mg-40 mg tablet","148-5022-EZETIMIBE-SIMVASTATIN 10 MG-40 MG TABLET",3000561659,11
4494086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-10-04 00:15:00,"SCM","Simvastatin 20 mg or tabs, 1 tablet at bedtime (home med)","--SIMVASTATIN 20 MG OR TABS, 1 TABLET AT BEDTIME (HOME MED)",NA,9
4508117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-09-24 00:15:01,"SCM","simvastatin 10 mg tablet","--SIMVASTATIN 10 MG TABLET",3000271892,5
4443034,"amLODIPine-atorvastatin","amLODIPine-atorvastatin 5 mg-10 mg tablet",NA,NA,NA,"5 mg-10 mg","tablet",10700,NA,NA,"Active",2012-08-19 00:15:00,"SCM","amLODIPine-atorvastatin 5 mg-10 mg tablet","2380-4999-AMLODIPINE-ATORVASTATIN 5 MG-10 MG TABLET",15572451,4
5928080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-08-31 00:15:00,"SCM","Rosuvastatin calcium (crestor) 10 mg or tabs","--ROSUVASTATIN CALCIUM (CRESTOR) 10 MG OR TABS",3000543439,2
4587019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-11-01 00:15:01,"SCM","NYSTATIN 100000 UNIT/ML MT SUSP","--NYSTATIN 100000 UNIT/ML MT SUSP",16402332,2
6015037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-02-11 00:15:01,"SCM","rosuvastatin calcium (crestor) 40 mg oral tablet","--ROSUVASTATIN CALCIUM (CRESTOR) 40 MG ORAL TABLET",3000543437,2
4482030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-04-04 00:15:00,"SCM","Simvastatin or, 1 tab daily (home med)","--SIMVASTATIN OR, 1 TAB DAILY (HOME MED)",NA,2
4511002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-09-09 00:15:00,"SCM","atorvastatin 20 mg tablet","--ATORVASTATIN 20 MG TABLET",15571541,2
4522006,"lovastatin","lovastatin 40 mg tablet, extended release",NA,NA,NA,"40 mg","tablet, extended release",10700,NA,NA,"Active",2012-07-30 00:15:00,"SCM","Altoprev 40 mg tablet, extended release","1748-5452-ALTOPREV 40 MG TABLET, EXTENDED RELEASE",15503431,8
6069046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-03-14 00:15:00,"SCM","Simvastatin (zocor) 10 mg or tabs, 1 tablet at bedtime","--SIMVASTATIN (ZOCOR) 10 MG OR TABS, 1 TABLET AT BEDTIME",NA,2
4519013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-02-20 00:15:00,"SCM","simvastatin 20mg each night","--SIMVASTATIN 20MG EACH NIGHT",NA,2
6159213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-09-01 00:15:01,"SCM","Pravastatin sodium 20 mg or tabs","--PRAVASTATIN SODIUM 20 MG OR TABS",3000271686,2
4542018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-03-14 00:15:00,"SCM","Zocor 40 mg tablet","--ZOCOR 40 MG TABLET",3000271894,3
4623018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-11-11 00:15:00,"SCM","simvastatin 40","--SIMVASTATIN 40",15102320,3
4540015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-09-16 00:15:01,"SCM","nystatin topical 100000 units/g ointment","--NYSTATIN TOPICAL 100000 UNITS/G OINTMENT",15155824,4
4565001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-12-08 00:15:00,"SCM","Atorvastatin calcium (lipitor) 40 mg or tabs, 1 tablet daily (home med)","--ATORVASTATIN CALCIUM (LIPITOR) 40 MG OR TABS, 1 TABLET DAILY (HOME MED)",NA,3
4656112,"nystatin","nystatin 1000000 units capsule",NA,NA,NA,"1000000 units","capsule",10700,NA,NA,"Active",2012-08-04 00:15:00,"SCM","nystatin 1000000 units capsule","193-4514-NYSTATIN 1000000 UNITS CAPSULE",3000266689,2
4660014,"Calcium-Magnesium-Zinc","Calcium-Magnesium-Zinc Tab 334-134-5 MG","Nutritional Products","Minerals & electrolytes","Calcium","334-134-5 MG","Tab",8437,0,NA,NA,NA,"EPIC","CALCIUM-MAGNESIUM-ZINC 334-134-5 MG PO TABS","109530",NA,7
4752014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-06-15 00:15:00,"SCM","Simvastatin 40 mg or tabs, 1 tablet at bedtime","--SIMVASTATIN 40 MG OR TABS, 1 TABLET AT BEDTIME",NA,11
6165085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-06-09 00:15:00,"SCM","Simvastatin 40 MG OR TABS  1 TABLET AT BEDTIME","--SIMVASTATIN 40 MG OR TABS  1 TABLET AT BEDTIME",NA,4
6159057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-12-23 00:15:01,"SCM","Simvastatin 10 mg or tabs","--SIMVASTATIN 10 MG OR TABS",3000271892,3
6374037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-02-14 00:15:00,"SCM","Simvastatin Tab 20 MG","--SIMVASTATIN TAB 20 MG",15258423,22
4797010,"amLODIPine-atorvastatin","amLODIPine-atorvastatin 10 mg-20 mg tablet",NA,NA,NA,"10 mg-20 mg","tablet",10700,NA,NA,"Active",2013-01-19 00:15:00,"SCM","amLODIPine-atorvastatin 10 mg-20 mg tablet","2380-5002-AMLODIPINE-ATORVASTATIN 10 MG-20 MG TABLET",15572447,3
6027020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-10-13 00:15:00,"SCM","Atorvastatin calcium (lipitor) 20 mg or tabs","--ATORVASTATIN CALCIUM (LIPITOR) 20 MG OR TABS",3000284909,6
4729013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-03-30 00:15:00,"SCM","nystatin oral liquid 5mL swish and spit","--NYSTATIN ORAL LIQUID 5ML SWISH AND SPIT",NA,2
6382028,"nystatin","nystatin",NA,NA,NA,NA,NA,NA,NA,NA,"Active",2015-01-22 10:11:48,"SCM","Mycostatin","193--MYCOSTATIN",3000254125,4
6382031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-11-30 00:15:00,"SCM","Atorvastatin Calcium Tab 20 MG (Base Equivalent) (LIPITOR)","--ATORVASTATIN CALCIUM TAB 20 MG (BASE EQUIVALENT) (LIPITOR)",3000284909,13
6200016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-08-20 00:15:00,"SCM","Atorvastatin 40mg PO daily","--ATORVASTATIN 40MG PO DAILY",NA,2
5920021,"nystatin topical","nystatin topical 100000 units/g cream",NA,NA,NA,"100000 units/g","cream",10699,NA,NA,"Active",2012-09-13 00:15:00,"SCM","Mycostatin 100,000 units/g topical cream","1408-7323-MYCOSTATIN 100,000 UNITS/G TOPICAL CREAM",15150694,31
6368015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-11-16 00:15:00,"SCM","Rosuvastatin Calcium Tab 10 MG (CRESTOR)","--ROSUVASTATIN CALCIUM TAB 10 MG (CRESTOR)",3000543439,13
6368029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-05-03 06:13:23,"SCM","Simvastatin Tab 40 MG","--SIMVASTATIN TAB 40 MG",3000271894,21
6372037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-02-21 00:15:00,"SCM","Atorvastatin Calcium Tab 40 MG (Base Equivalent) (LIPITOR)","--ATORVASTATIN CALCIUM TAB 40 MG (BASE EQUIVALENT) (LIPITOR)",3000284910,6
