PK_MEDICATION_ID,SIMPLE_GENERIC_NAME,GENERIC_NAME,THERAPEUTIC_CLASS,PHARMACY_CLASS,PHARMACY_SUBCLASS,AMOUNT,FORM,FK_ROUTE_ID,CONTROLLED_MED_YN,DEA_CLASS,RECORD_STATE,SOURCE_LAST_UPDATE_DATE,SOURCE_CODE,statin_curation,FULL_NAME,SOURCE_ORIG_ID,FK_3M_NCID_ID,MEDICATION_COUNT
5699026,pitavastatin,pitavastatin 1 mg tablet,NA,NA,NA,1 mg,tablet,10700,NA,NA,Active,8/31/16 9:04,SCM,TRUE,pitavastatin 1 mg oral tablet,2834-10215-PITAVASTATIN 1 MG ORAL TABLET,16197326,18
6537016,pitavastatin,pitavastatin 2 mg tablet,NA,NA,NA,2 mg,tablet,10700,NA,NA,Active,2/17/17 19:24,SCM,TRUE,pitavastatin 2 mg oral tablet,2834-10217-PITAVASTATIN 2 MG ORAL TABLET,3000700843,48
7326019,pitavastatin,pitavastatin 4 mg tablet,NA,NA,NA,4 mg,tablet,10700,NA,NA,Active,1/8/17 22:02,SCM,TRUE,pitavastatin 4 mg oral tablet,2834-10218-PITAVASTATIN 4 MG ORAL TABLET,16197330,24
2162213,pravastatin,pravastatin,NA,NA,NA,NA,NA,NA,NA,NA,Active,1/31/17 15:23,SCM,TRUE,Pravachol,1802--PRAVACHOL,3000252827,39
2170533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/2/13 6:02,SCM,TRUE,pravachol,#NAME?,3000256365,42
2185385,pravastatin,pravastatin 10 mg tablet,NA,NA,NA,10 mg,tablet,10700,NA,NA,Active,3/3/17 11:13,SCM,TRUE,Pravachol 10 mg oral tablet,1802-3903-PRAVACHOL 10 MG ORAL TABLET,3000271685,267
2317006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/3/15 14:27,SCM,TRUE,Pravachol 10 mg oral tablet,--PRAVACHOL 10 MG ORAL TABLET,15451300,33
3611029,pravastatin,pravastatin 10 mg tablet,NA,NA,NA,10 mg,tablet,10700,NA,NA,Active,7/26/13 0:15,SCM,TRUE,Pravachol 10 mg tablet,1802-3903-PRAVACHOL 10 MG TABLET,15451300,45
2188380,pravastatin,pravastatin 10 mg tablet,NA,NA,NA,10 mg,tablet,10700,NA,NA,Active,2/24/12 21:50,SCM,TRUE,Pravachol 10 mg tablet oral,1802-3903-PRAVACHOL 10 MG TABLET ORAL,3000271685,34
2189374,pravastatin,pravastatin 20 mg tablet,NA,NA,NA,20 mg,tablet,10700,NA,NA,Active,3/1/17 4:36,SCM,TRUE,Pravachol 20 mg oral tablet,1802-3904-PRAVACHOL 20 MG ORAL TABLET,3000271686,1242
2171542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/14/12 0:15,SCM,TRUE,Pravachol 20 mg oral tablet,--PRAVACHOL 20 MG ORAL TABLET,3000271686,58
4229018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/30/11 0:15,SCM,TRUE,Pravachol 20 mg oral tablet po qd,--PRAVACHOL 20 MG ORAL TABLET PO QD,NA,3
3645011,pravastatin,pravastatin 20 mg tablet,NA,NA,NA,20 mg,tablet,10700,NA,NA,Active,4/25/14 16:06,SCM,TRUE,Pravachol 20 mg tablet,1802-3904-PRAVACHOL 20 MG TABLET,3000271686,83
2190380,pravastatin,pravastatin 20 mg tablet,NA,NA,NA,20 mg,tablet,10700,NA,NA,Active,2/24/12 21:50,SCM,TRUE,Pravachol 20 mg tablet oral,1802-3904-PRAVACHOL 20 MG TABLET ORAL,3000271686,43
2186383,pravastatin,pravastatin 40 mg tablet,NA,NA,NA,40 mg,tablet,10700,NA,NA,Active,3/3/17 21:52,SCM,TRUE,Pravachol 40 mg oral tablet,1802-3905-PRAVACHOL 40 MG ORAL TABLET,3000275806,1369
2174540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/27/13 0:15,SCM,TRUE,Pravachol 40 mg oral tablet,--PRAVACHOL 40 MG ORAL TABLET,3000275806,100
2145880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/1/12 0:15,SCM,TRUE,Pravachol 40 mg oral tablet daily,--PRAVACHOL 40 MG ORAL TABLET DAILY,NA,2
3603059,pravastatin,pravastatin 40 mg tablet,NA,NA,NA,40 mg,tablet,10700,NA,NA,Active,8/3/13 0:15,SCM,TRUE,Pravachol 40 mg tablet,1802-3905-PRAVACHOL 40 MG TABLET,3000275806,146
2184386,pravastatin,pravastatin 40 mg tablet,NA,NA,NA,40 mg,tablet,10700,NA,NA,Active,2/24/12 21:50,SCM,TRUE,Pravachol 40 mg tablet oral,1802-3905-PRAVACHOL 40 MG TABLET ORAL,3000275806,40
2183679,pravastatin,pravastatin 80 mg tablet,NA,NA,NA,80 mg,tablet,10700,NA,NA,Active,2/21/17 9:34,SCM,TRUE,Pravachol 80 mg oral tablet,1802-5499-PRAVACHOL 80 MG ORAL TABLET,15571532,360
2144874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/17/12 0:15,SCM,TRUE,Pravachol 80 mg oral tablet,--PRAVACHOL 80 MG ORAL TABLET,15571532,26
3628069,pravastatin,pravastatin 80 mg tablet,NA,NA,NA,80 mg,tablet,10700,NA,NA,Active,7/6/13 0:15,SCM,TRUE,Pravachol 80 mg tablet,1802-5499-PRAVACHOL 80 MG TABLET,3000531763,38
2189661,pravastatin,pravastatin 80 mg tablet,NA,NA,NA,80 mg,tablet,10700,NA,NA,Active,2/24/12 21:50,SCM,TRUE,Pravachol 80 mg tablet oral,1802-5499-PRAVACHOL 80 MG TABLET ORAL,3000531763,5
2161216,pravastatin,pravastatin,NA,NA,NA,NA,NA,NA,NA,NA,Active,2/24/12 21:50,SCM,TRUE,Pravachol tablet 10 mg,1802--PRAVACHOL TABLET 10 MG,15451300,39
2187379,pravastatin,pravastatin 10 mg tablet,NA,NA,NA,10 mg,tablet,10700,NA,NA,Active,2/24/12 21:50,SCM,TRUE,Pravachol tablet 10 mg,1802-3903-PRAVACHOL TABLET 10 MG,3000271685,58
2160223,pravastatin,pravastatin,NA,NA,NA,NA,NA,NA,NA,NA,Active,10/13/14 10:51,SCM,TRUE,Pravachol tablet 20 mg,1802--PRAVACHOL TABLET 20 MG,15451301,233
2185386,pravastatin,pravastatin 20 mg tablet,NA,NA,NA,20 mg,tablet,10700,NA,NA,Active,6/6/16 14:49,SCM,TRUE,Pravachol tablet 20 mg,1802-3904-PRAVACHOL TABLET 20 MG,3000271686,156
2166205,pravastatin,pravastatin,NA,NA,NA,NA,NA,NA,NA,NA,Active,2/24/12 21:50,SCM,TRUE,Pravachol tablet 40 mg,1802--PRAVACHOL TABLET 40 MG,15571529,117
2174017,pravastatin,pravastatin 40 mg tablet,NA,NA,NA,40 mg,tablet,10700,NA,NA,Active,2/24/12 21:50,SCM,TRUE,Pravachol tablet 40 mg,1802-3905-PRAVACHOL TABLET 40 MG,15571529,211
2160233,pravastatin,pravastatin,NA,NA,NA,NA,NA,NA,NA,NA,Active,2/24/12 21:50,SCM,TRUE,Pravachol tablet 80 mg,1802--PRAVACHOL TABLET 80 MG,15571532,36
2171510,pravastatin,pravastatin 80 mg tablet,NA,NA,NA,80 mg,tablet,10700,NA,NA,Active,2/24/12 21:50,SCM,TRUE,Pravachol tablet 80 mg,1802-5499-PRAVACHOL TABLET 80 MG,15571532,65
2367003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/3/11 0:15,SCM,TRUE,pravachol-home medication,#NAME?,NA,2
3544004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/6/13 16:20,SCM,TRUE,pravastat,#NAME?,3000252827,2
2179846,pravastatin,pravastatin,NA,NA,NA,NA,NA,NA,NA,NA,Active,2/24/17 12:08,SCM,TRUE,pravastatin,1802--PRAVASTATIN,3000252827,127
2169023,pravastatin,pravastatin 40 mg tablet,NA,NA,NA,40 mg,tablet,10700,NA,NA,Active,7/6/13 18:06,SCM,TRUE,pravastatin,1802-3905-PRAVASTATIN,15571529,4
2150868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/8/15 21:23,SCM,TRUE,pravastatin,#NAME?,15526205,42
123251,NA,NA,NA,Medication,NA,NA,NA,NA,NA,NA,NA,10/28/16 10:08,SCM,TRUE,pravastatin -,9.00001E+15,3000252827,10163
2186382,pravastatin,pravastatin 10 mg tablet,NA,NA,NA,10 mg,tablet,10700,NA,NA,Active,3/3/17 19:24,SCM,TRUE,pravastatin 10 mg oral tablet,1802-3903-PRAVASTATIN 10 MG ORAL TABLET,15451300,946
2149871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/23/13 0:15,SCM,TRUE,pravastatin 10 mg oral tablet,--PRAVASTATIN 10 MG ORAL TABLET,15451300,54
3705012,pravastatin,pravastatin 10 mg tablet,NA,NA,NA,10 mg,tablet,10700,NA,NA,Active,8/7/13 0:15,SCM,TRUE,pravastatin 10 mg tablet,1802-3903-PRAVASTATIN 10 MG TABLET,15451300,43
2184385,pravastatin,pravastatin 10 mg tablet,NA,NA,NA,10 mg,tablet,10700,NA,NA,Active,2/24/12 21:50,SCM,TRUE,pravastatin 10 mg tablet oral,1802-3903-PRAVASTATIN 10 MG TABLET ORAL,15451300,14
2168029,pravastatin,pravastatin 20 mg tablet,NA,NA,NA,20 mg,tablet,10700,NA,NA,Active,3/3/17 16:48,SCM,TRUE,pravastatin 20 mg oral tablet,1802-3904-PRAVASTATIN 20 MG ORAL TABLET,15451301,2733
2172541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/24/16 9:54,SCM,TRUE,pravastatin 20 mg oral tablet,--PRAVASTATIN 20 MG ORAL TABLET,15451301,154
3670024,pravastatin,pravastatin 20 mg tablet,NA,NA,NA,20 mg,tablet,10700,NA,NA,Active,12/10/13 0:15,SCM,TRUE,pravastatin 20 mg tablet,1802-3904-PRAVASTATIN 20 MG TABLET,15451301,176
2188381,pravastatin,pravastatin 20 mg tablet,NA,NA,NA,20 mg,tablet,10700,NA,NA,Active,2/24/12 21:50,SCM,TRUE,pravastatin 20 mg tablet oral,1802-3904-PRAVASTATIN 20 MG TABLET ORAL,15451301,41
2147863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/24/12 21:50,SCM,TRUE,pravastatin 20mg daily at bedtime,--PRAVASTATIN 20MG DAILY AT BEDTIME,NA,3
3949004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4/14/11 0:15,SCM,TRUE,Pravastatin 20mg every evening,--PRAVASTATIN 20MG EVERY EVENING,NA,2
2171544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/24/12 21:50,SCM,TRUE,pravastatin 40,--PRAVASTATIN 40,15571529,2
2167547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/8/12 0:15,SCM,TRUE,pravastatin 40 mg,--PRAVASTATIN 40 MG,15175980,4
2183393,pravastatin,pravastatin 40 mg tablet,NA,NA,NA,40 mg,tablet,10700,NA,NA,Active,3/3/17 20:11,SCM,TRUE,pravastatin 40 mg oral tablet,1802-3905-PRAVASTATIN 40 MG ORAL TABLET,15571529,3617
2170536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/6/14 1:58,SCM,TRUE,pravastatin 40 mg oral tablet,--PRAVASTATIN 40 MG ORAL TABLET,15571529,259
3681014,pravastatin,pravastatin 40 mg tablet,NA,NA,NA,40 mg,tablet,10700,NA,NA,Active,11/7/16 17:12,SCM,TRUE,pravastatin 40 mg tablet,1802-3905-PRAVASTATIN 40 MG TABLET,15571529,341
4340007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/24/11 0:15,SCM,TRUE,pravastatin 40 mg tablet,--PRAVASTATIN 40 MG TABLET,15571529,3
2173018,pravastatin,pravastatin 40 mg tablet,NA,NA,NA,40 mg,tablet,10700,NA,NA,Active,2/24/12 21:50,SCM,TRUE,pravastatin 40 mg tablet oral,1802-3905-PRAVASTATIN 40 MG TABLET ORAL,15571529,13
6656021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/31/12 0:15,SCM,TRUE,pravastatin 40mg bedtime daily,--PRAVASTATIN 40MG BEDTIME DAILY,NA,3
2143875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/22/13 12:29,SCM,TRUE,pravastatin 40mg daily,--PRAVASTATIN 40MG DAILY,NA,4
6987028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/11/12 14:46,SCM,TRUE,Pravastatin 40mg PO daily,--PRAVASTATIN 40MG PO DAILY,NA,2
2167513,pravastatin,pravastatin 80 mg tablet,NA,NA,NA,80 mg,tablet,10700,NA,NA,Active,3/3/17 11:44,SCM,TRUE,pravastatin 80 mg oral tablet,1802-5499-PRAVASTATIN 80 MG ORAL TABLET,15571532,1126
2169548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/30/12 0:15,SCM,TRUE,pravastatin 80 mg oral tablet,--PRAVASTATIN 80 MG ORAL TABLET,15571532,101
3610033,pravastatin,pravastatin 80 mg tablet,NA,NA,NA,80 mg,tablet,10700,NA,NA,Active,7/24/13 0:15,SCM,TRUE,pravastatin 80 mg tablet,1802-5499-PRAVASTATIN 80 MG TABLET,15571532,133
2168520,pravastatin,pravastatin 80 mg tablet,NA,NA,NA,80 mg,tablet,10700,NA,NA,Active,2/24/12 21:50,SCM,TRUE,pravastatin 80 mg tablet oral,1802-5499-PRAVASTATIN 80 MG TABLET ORAL,15571532,3
2173543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/25/10 0:15,SCM,TRUE,pravastatin 80mg daily,--PRAVASTATIN 80MG DAILY,NA,2
3418011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/28/11 0:15,SCM,TRUE,pravastatin daily (home med),#NAME?,NA,2
6159213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/1/12 0:15,SCM,TRUE,Pravastatin sodium 20 mg or tabs,--PRAVASTATIN SODIUM 20 MG OR TABS,3000271686,2
6329026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/27/12 0:15,SCM,TRUE,Pravastatin Sodium 20 MG OR TABS 1 TABLET AT BEDTIME,--PRAVASTATIN SODIUM 20 MG OR TABS 1 TABLET AT BEDTIME,NA,2
6014048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/2/12 0:15,SCM,TRUE,"Pravastatin sodium 20 mg or tabs, 1 tablet at bedtime","--PRAVASTATIN SODIUM 20 MG OR TABS, 1 TABLET AT BEDTIME",NA,4
5021058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/9/12 0:15,SCM,TRUE,"Pravastatin sodium 20 mg or tabs, 1 tablet at bedtime (home med)","--PRAVASTATIN SODIUM 20 MG OR TABS, 1 TABLET AT BEDTIME (HOME MED)",NA,4
5403026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/11/12 0:15,SCM,TRUE,"Pravastatin sodium 40 mg or tabs, 1 tablet at bedtime (home med)","--PRAVASTATIN SODIUM 40 MG OR TABS, 1 TABLET AT BEDTIME (HOME MED)",NA,5
7766024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/23/12 0:15,SCM,TRUE,PRAVASTATIN SODIUM 80 MG OR TABS,--PRAVASTATIN SODIUM 80 MG OR TABS,3000531763,2
7066039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/2/12 0:15,SCM,TRUE,Pravastatin Sodium Tab 20 MG,--PRAVASTATIN SODIUM TAB 20 MG,3000271686,4
6501115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/22/12 0:15,SCM,TRUE,Pravastatin Sodium Tab 40 MG,--PRAVASTATIN SODIUM TAB 40 MG,3000275806,3
6890011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/18/12 0:15,SCM,TRUE,Pravastatin Sodium Tab 40 MG (PRAVACHOL),--PRAVASTATIN SODIUM TAB 40 MG (PRAVACHOL),3000275806,4
6548013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/18/12 0:15,SCM,TRUE,Pravastatin Sodium Tab 80 MG,--PRAVASTATIN SODIUM TAB 80 MG,15571532,2
2181852,pravastatin,pravastatin,NA,NA,NA,NA,NA,NA,NA,NA,Active,2/24/12 21:50,SCM,TRUE,pravastatin tablet 10 mg,1802--PRAVASTATIN TABLET 10 MG,15451300,17
2183392,pravastatin,pravastatin 10 mg tablet,NA,NA,NA,10 mg,tablet,10700,NA,NA,Active,2/24/12 21:50,SCM,TRUE,pravastatin tablet 10 mg,1802-3903-PRAVASTATIN TABLET 10 MG,15451300,53
2176858,pravastatin,pravastatin,NA,NA,NA,NA,NA,NA,NA,NA,Active,2/24/12 21:50,SCM,TRUE,pravastatin tablet 20 mg,1802--PRAVASTATIN TABLET 20 MG,15451301,77
2187380,pravastatin,pravastatin 20 mg tablet,NA,NA,NA,20 mg,tablet,10700,NA,NA,Active,1/16/13 0:15,SCM,TRUE,pravastatin tablet 20 mg,1802-3904-PRAVASTATIN TABLET 20 MG,15451301,152
2182853,pravastatin,pravastatin,NA,NA,NA,NA,NA,NA,NA,NA,Active,2/24/12 21:50,SCM,TRUE,pravastatin tablet 40 mg,1802--PRAVASTATIN TABLET 40 MG,15571529,105
2172017,pravastatin,pravastatin 40 mg tablet,NA,NA,NA,40 mg,tablet,10700,NA,NA,Active,12/25/13 0:15,SCM,TRUE,pravastatin tablet 40 mg,1802-3905-PRAVASTATIN TABLET 40 MG,15571529,300
2149873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/15/11 8:54,SCM,TRUE,pravastatin tablet 40 mg,--PRAVASTATIN TABLET 40 MG,15571529,4
2166215,pravastatin,pravastatin,NA,NA,NA,NA,NA,NA,NA,NA,Active,2/24/12 21:50,SCM,TRUE,pravastatin tablet 80 mg,1802--PRAVASTATIN TABLET 80 MG,15571532,13
2170502,pravastatin,pravastatin 80 mg tablet,NA,NA,NA,80 mg,tablet,10700,NA,NA,Active,5/13/14 18:15,SCM,TRUE,pravastatin tablet 80 mg,1802-5499-PRAVASTATIN TABLET 80 MG,15571532,95
2147908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/12/10 0:15,SCM,TRUE,prevachol,#NAME?,3000252827,3
2149924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/7/12 0:15,SCM,TRUE,prevastatin,#NAME?,3000252827,3
2167664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/24/12 21:50,SCM,TRUE,provachol,#NAME?,15592554,3
2146971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/1/14 12:36,SCM,TRUE,provastatin,#NAME?,15592554,4
2333012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/21/11 0:15,SCM,TRUE,rosuva,#NAME?,3000543662,3
3992013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/31/12 17:10,SCM,TRUE,rosuvas,#NAME?,NA,2
2160079,rosuvastatin,rosuvastatin,NA,NA,NA,NA,NA,NA,NA,NA,Active,1/3/17 19:23,SCM,TRUE,rosuvastatin,1441--ROSUVASTATIN,15596408,26
2151176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/18/12 0:15,SCM,TRUE,rosuvastatin,#NAME?,15596408,12
121539,NA,NA,NA,Medication,NA,NA,NA,NA,NA,NA,NA,10/27/16 15:16,SCM,TRUE,rosuvastatin -,9.00001E+15,3000543662,14492
2190281,rosuvastatin,rosuvastatin 10 mg tablet,NA,NA,NA,10 mg,tablet,10700,NA,NA,Active,3/3/17 14:15,SCM,TRUE,rosuvastatin 10 mg oral tablet,1441-3262-ROSUVASTATIN 10 MG ORAL TABLET,15156055,1277
2199017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/14/12 0:15,SCM,TRUE,rosuvastatin 10 mg oral tablet,--ROSUVASTATIN 10 MG ORAL TABLET,15156055,63
3822015,rosuvastatin,rosuvastatin 10 mg tablet,NA,NA,NA,10 mg,tablet,10700,NA,NA,Active,6/28/13 0:15,SCM,TRUE,rosuvastatin 10 mg tablet,1441-3262-ROSUVASTATIN 10 MG TABLET,15156055,72
2160888,rosuvastatin,rosuvastatin 10 mg tablet,NA,NA,NA,10 mg,tablet,10700,NA,NA,Active,2/24/12 21:50,SCM,TRUE,rosuvastatin 10 mg tablet oral,1441-3262-ROSUVASTATIN 10 MG TABLET ORAL,15156055,4
8076017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/26/13 0:15,SCM,TRUE,Rosuvastatin 10mg tab,--ROSUVASTATIN 10MG TAB,3000543439,6
2165877,rosuvastatin,rosuvastatin 20 mg tablet,NA,NA,NA,20 mg,tablet,10700,NA,NA,Active,3/3/17 19:05,SCM,TRUE,rosuvastatin 20 mg oral tablet,1441-3263-ROSUVASTATIN 20 MG ORAL TABLET,15461599,1179
2155164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/26/13 14:29,SCM,TRUE,rosuvastatin 20 mg oral tablet,--ROSUVASTATIN 20 MG ORAL TABLET,15461599,56
3811013,rosuvastatin,rosuvastatin 20 mg tablet,NA,NA,NA,20 mg,tablet,10700,NA,NA,Active,8/7/13 0:15,SCM,TRUE,rosuvastatin 20 mg tablet,1441-3263-ROSUVASTATIN 20 MG TABLET,15461599,57
2165876,rosuvastatin,rosuvastatin 40 mg tablet,NA,NA,NA,40 mg,tablet,10700,NA,NA,Active,3/3/17 21:18,SCM,TRUE,rosuvastatin 40 mg oral tablet,1441-3261-ROSUVASTATIN 40 MG ORAL TABLET,15573241,685
2158165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/22/16 14:35,SCM,TRUE,rosuvastatin 40 mg oral tablet,--ROSUVASTATIN 40 MG ORAL TABLET,15573241,29
4167015,rosuvastatin,rosuvastatin 40 mg tablet,NA,NA,NA,40 mg,tablet,10700,NA,NA,Active,8/20/13 15:26,SCM,TRUE,rosuvastatin 40 mg tablet,1441-3261-ROSUVASTATIN 40 MG TABLET,15573241,42
2189276,rosuvastatin,rosuvastatin 5 mg tablet,NA,NA,NA,5 mg,tablet,10700,NA,NA,Active,3/3/17 18:52,SCM,TRUE,rosuvastatin 5 mg oral tablet,1441-3264-ROSUVASTATIN 5 MG ORAL TABLET,15573240,757
2157164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/31/17 14:18,SCM,TRUE,rosuvastatin 5 mg oral tablet,--ROSUVASTATIN 5 MG ORAL TABLET,15573240,42
4160082,rosuvastatin,rosuvastatin 5 mg tablet,NA,NA,NA,5 mg,tablet,10700,NA,NA,Active,7/27/13 0:15,SCM,TRUE,rosuvastatin 5 mg tablet,1441-3264-ROSUVASTATIN 5 MG TABLET,15573240,37
5928080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/31/12 0:15,SCM,TRUE,Rosuvastatin calcium (crestor) 10 mg or tabs,--ROSUVASTATIN CALCIUM (CRESTOR) 10 MG OR TABS,3000543439,2
6086062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/6/12 0:15,SCM,TRUE,"Rosuvastatin calcium (crestor) 10 mg or tabs, 1 tablet daily","--ROSUVASTATIN CALCIUM (CRESTOR) 10 MG OR TABS, 1 TABLET DAILY",NA,5
6015037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/11/12 0:15,SCM,TRUE,rosuvastatin calcium (crestor) 40 mg oral tablet,--ROSUVASTATIN CALCIUM (CRESTOR) 40 MG ORAL TABLET,3000543437,2
6218026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/17/12 0:15,SCM,TRUE,"Rosuvastatin calcium (crestor) 5 mg or tabs, 1 tab daily (home med)","--ROSUVASTATIN CALCIUM (CRESTOR) 5 MG OR TABS, 1 TAB DAILY (HOME MED)",NA,2
6368015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/16/12 0:15,SCM,TRUE,Rosuvastatin Calcium Tab 10 MG (CRESTOR),--ROSUVASTATIN CALCIUM TAB 10 MG (CRESTOR),3000543439,13
6549017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/14/12 0:15,SCM,TRUE,Rosuvastatin Calcium Tab 20 MG,--ROSUVASTATIN CALCIUM TAB 20 MG,3000543438,2
7066041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/18/12 0:15,SCM,TRUE,Rosuvastatin Calcium Tab 20 MG (CRESTOR,--ROSUVASTATIN CALCIUM TAB 20 MG (CRESTOR,3000543438,2
6912039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/8/13 0:15,SCM,TRUE,Rosuvastatin Calcium Tab 20 MG (CRESTOR),--ROSUVASTATIN CALCIUM TAB 20 MG (CRESTOR),3000543438,3
6442029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/22/13 0:15,SCM,TRUE,Rosuvastatin Calcium Tab 5 MG (CRESTOR),--ROSUVASTATIN CALCIUM TAB 5 MG (CRESTOR),3000549185,5
2166061,rosuvastatin,rosuvastatin,NA,NA,NA,NA,NA,NA,NA,NA,Active,2/24/12 21:50,SCM,TRUE,rosuvastatin tablet 10 mg,1441--ROSUVASTATIN TABLET 10 MG,15156055,29
2185287,rosuvastatin,rosuvastatin 10 mg tablet,NA,NA,NA,10 mg,tablet,10700,NA,NA,Active,2/24/12 21:50,SCM,TRUE,rosuvastatin tablet 10 mg,1441-3262-ROSUVASTATIN TABLET 10 MG,15156055,44
2163067,rosuvastatin,rosuvastatin,NA,NA,NA,NA,NA,NA,NA,NA,Active,2/24/12 21:50,SCM,TRUE,rosuvastatin tablet 20 mg,1441--ROSUVASTATIN TABLET 20 MG,15270665,11
2164876,rosuvastatin,rosuvastatin 20 mg tablet,NA,NA,NA,20 mg,tablet,10700,NA,NA,Active,2/24/12 21:50,SCM,TRUE,rosuvastatin tablet 20 mg,1441-3263-ROSUVASTATIN TABLET 20 MG,15461599,39
2159073,rosuvastatin,rosuvastatin,NA,NA,NA,NA,NA,NA,NA,NA,Active,2/24/12 21:50,SCM,TRUE,rosuvastatin tablet 40 mg,1441--ROSUVASTATIN TABLET 40 MG,15270650,4
2164875,rosuvastatin,rosuvastatin 40 mg tablet,NA,NA,NA,40 mg,tablet,10700,NA,NA,Active,2/24/12 21:50,SCM,TRUE,rosuvastatin tablet 40 mg,1441-3261-ROSUVASTATIN TABLET 40 MG,15573241,27
2165068,rosuvastatin,rosuvastatin,NA,NA,NA,NA,NA,NA,NA,NA,Active,2/24/12 21:50,SCM,TRUE,rosuvastatin tablet 5 mg,1441--ROSUVASTATIN TABLET 5 MG,15573240,9
2190282,rosuvastatin,rosuvastatin 5 mg tablet,NA,NA,NA,5 mg,tablet,10700,NA,NA,Active,2/24/12 21:50,SCM,TRUE,rosuvastatin tablet 5 mg,1441-3264-ROSUVASTATIN TABLET 5 MG,15573240,26
2197087,niacin-simvastatin,"niacin-simvastatin 1000 mg-20 mg tablet, extended release",NA,NA,NA,1000 mg-20 mg,"tablet, extended release",10700,NA,NA,Active,6/13/16 13:26,SCM,TRUE,"Simcor 1000 mg-20 mg oral tablet, extended release","2674-9422-SIMCOR 1000 MG-20 MG ORAL TABLET, EXTENDED RELEASE",16030970,14
